t_s,ax_g,ay_g,az_g
26.660,-0.04267,0.16551,1.35067
26.670,-0.09272,0.15950,1.25608
26.680,-0.13470,0.15002,1.21833
26.690,-0.18699,0.17607,1.17777
26.700,-0.19099,0.13965,1.14959
26.710,-0.19785,0.14713,1.11003
26.720,-0.24860,0.13623,1.07063
26.730,-0.23414,0.12818,1.01502
26.740,-0.24628,0.12877,1.00117
26.750,-0.22662,0.11203,0.98004
26.760,-0.19172,0.11126,0.94793
26.770,-0.20047,0.07888,0.89292
26.780,-0.23383,0.06954,0.91004
26.790,-0.17833,0.05875,0.84223
26.800,-0.15380,0.05493,0.79517
26.810,-0.17604,0.07272,0.72858
26.820,-0.14641,0.03383,0.64056
26.830,-0.17536,0.04726,0.55335
26.840,-0.18553,0.03127,0.53750
26.850,-0.14458,0.00958,0.48566
26.860,-0.16971,0.03779,0.44264
26.870,-0.12062,0.02030,0.46489
26.880,-0.06431,0.00034,0.41916
26.890,-0.09497,-0.00586,0.45862
26.900,-0.04187,-0.00625,0.52962
26.910,0.00972,-0.04204,0.60075
26.920,0.07999,-0.03082,0.71240
26.930,0.12655,-0.00761,0.86026
26.940,0.21310,-0.05089,0.95884
26.950,0.25076,-0.03654,1.09475
26.960,0.28013,-0.03193,1.24723
26.970,0.30068,0.03121,1.32621
26.980,0.31977,-0.01663,1.44916
26.990,0.29385,-0.01198,1.52272
27.000,0.31189,-0.05457,1.58593
27.010,0.24118,-0.03658,1.60985
27.020,0.23543,-0.08526,1.58445
27.030,0.18694,-0.06383,1.55621
27.040,0.10447,-0.05520,1.50841
27.050,0.03008,-0.10265,1.44057
27.060,-0.02476,-0.07626,1.40256
27.070,-0.15233,-0.08516,1.31492
27.080,-0.14409,-0.11788,1.26155
27.090,-0.19765,-0.13410,1.15696
27.100,-0.23033,-0.14348,1.14688
27.110,-0.23734,-0.14788,1.08113
27.120,-0.26388,-0.15876,1.05758
27.130,-0.28630,-0.15319,0.97651
27.140,-0.25975,-0.18420,1.02003
27.150,-0.24381,-0.15050,0.96713
27.160,-0.22851,-0.15831,0.96062
27.170,-0.21292,-0.19152,0.90187
27.180,-0.18219,-0.20730,0.78465
27.190,-0.21402,-0.21317,0.79181
27.200,-0.18073,-0.19601,0.69280
27.210,-0.15229,-0.18998,0.62542
27.220,-0.20702,-0.19882,0.54824
27.230,-0.16133,-0.19514,0.46814
27.240,-0.16527,-0.17022,0.40957
27.250,-0.14345,-0.16346,0.40079
27.260,-0.12866,-0.16156,0.36602
27.270,-0.07951,-0.13101,0.40992
27.280,0.00419,-0.12664,0.49617
27.290,-0.00648,-0.10921,0.53341
27.300,0.05264,-0.07262,0.67048
27.310,0.10982,-0.06140,0.83519
27.320,0.22894,-0.04137,0.94532
27.330,0.23808,0.01759,1.07644
27.340,0.28991,0.01202,1.22115
27.350,0.31183,0.07933,1.38162
27.360,0.31392,0.07660,1.53115
27.370,0.32278,0.06792,1.55914
27.380,0.35276,0.12611,1.61291
27.390,0.29020,0.10519,1.63106
27.400,0.18928,0.17338,1.63290
27.410,0.15227,0.15039,1.58293
27.420,0.04923,0.16611,1.49844
27.430,-0.04459,0.16262,1.43734
27.440,-0.06022,0.17137,1.36600
27.450,-0.12126,0.16290,1.23356
27.460,-0.17636,0.14784,1.18802
27.470,-0.24635,0.16963,1.11113
27.480,-0.26606,0.17761,1.07153
27.490,-0.26021,0.12563,1.05995
27.500,-0.26834,0.17091,0.99056
27.510,-0.27615,0.14140,1.03065
27.520,-0.28702,0.10887,0.96491
27.530,-0.23612,0.09603,0.90014
27.540,-0.20070,0.12952,0.85883
27.550,-0.23221,0.09806,0.77338
27.560,-0.18450,0.08934,0.69625
27.570,-0.18253,0.04924,0.63679
27.580,-0.16766,0.05380,0.58706
27.590,-0.15825,0.03898,0.45396
27.600,-0.17950,0.01882,0.44091
27.610,-0.18204,0.01591,0.36777
27.620,-0.13628,0.02845,0.35970
27.630,-0.07395,0.03185,0.37329
27.640,-0.05845,-0.01054,0.44022
27.650,-0.00800,-0.03624,0.53502
27.660,0.03009,0.01915,0.62871
27.670,0.16586,0.01620,0.78786
27.680,0.21084,-0.01180,0.96381
27.690,0.26754,0.01325,1.11880
27.700,0.31868,-0.01901,1.25224
27.710,0.34303,-0.04708,1.39712
27.720,0.34043,-0.05909,1.49531
27.730,0.33560,-0.06404,1.63244
27.740,0.30343,-0.04323,1.64694
27.750,0.31887,-0.05946,1.62113
27.760,0.21574,-0.06968,1.60765
27.770,0.12252,-0.06940,1.56930
27.780,0.06234,-0.06040,1.52752
27.790,-0.04625,-0.09985,1.41406
27.800,-0.06996,-0.11548,1.34437
27.810,-0.17767,-0.12377,1.23674
27.820,-0.20588,-0.10916,1.19211
27.830,-0.23124,-0.14257,1.14553
27.840,-0.26650,-0.14900,1.08768
27.850,-0.28017,-0.13645,0.98486
27.860,-0.27836,-0.12269,0.99856
27.870,-0.26813,-0.17754,0.94832
27.880,-0.26239,-0.18871,0.94569
27.890,-0.24243,-0.23048,0.88699
27.900,-0.18778,-0.20441,0.86100
27.910,-0.20641,-0.21302,0.74889
27.920,-0.21012,-0.19616,0.67573
27.930,-0.19733,-0.21870,0.58545
27.940,-0.15811,-0.20073,0.51792
27.950,-0.15759,-0.18353,0.41016
27.960,-0.14582,-0.14561,0.35483
27.970,-0.14034,-0.13745,0.33608
27.980,-0.09214,-0.12592,0.36506
27.990,-0.07427,-0.11688,0.41728
28.000,-0.03370,-0.08952,0.65103
28.010,0.01387,-0.05714,0.70424
28.020,0.03688,-0.07749,0.75070
28.030,0.02602,-0.05621,0.79498
28.040,0.05544,-0.00631,0.85607
28.050,0.10143,-0.02072,0.93875
28.060,0.15942,-0.01645,1.02997
28.070,0.11027,-0.00336,1.07989
28.080,0.17499,-0.00189,1.15095
28.090,0.15908,-0.03280,1.23077
28.100,0.18671,-0.00487,1.23364
28.110,0.19995,0.04257,1.31216
28.120,0.20129,0.02126,1.36942
28.130,0.19587,0.04653,1.39193
28.140,0.19790,0.03264,1.38411
28.150,0.17280,0.05076,1.39303
28.160,0.13493,0.07238,1.44463
28.170,0.15595,0.09760,1.41400
28.180,0.12781,0.10756,1.39713
28.190,0.09912,0.07559,1.36954
28.200,0.01901,0.10085,1.37168
28.210,0.02245,0.06985,1.32900
28.220,-0.00325,0.10233,1.27111
28.230,-0.06954,0.12231,1.25716
28.240,-0.07886,0.10314,1.20681
28.250,-0.10870,0.13125,1.18641
28.260,-0.09342,0.12136,1.16422
28.270,-0.11176,0.10839,1.13301
28.280,-0.19935,0.09681,1.04837
28.290,-0.12774,0.08870,1.07119
28.300,-0.20335,0.06719,1.07167
28.310,-0.16901,0.06685,1.01151
28.320,-0.16939,0.10855,1.05121
28.330,-0.20605,0.11438,1.01020
28.340,-0.17142,0.05757,1.00307
28.350,-0.17705,0.07532,0.98785
28.360,-0.15658,0.03700,0.92433
28.370,-0.15557,0.04330,0.95054
28.380,-0.12906,0.06228,0.91626
28.390,-0.14496,0.04092,0.86926
28.400,-0.14422,0.00720,0.87868
28.410,-0.11433,0.07421,0.77291
28.420,-0.12092,0.03330,0.76061
28.430,-0.11480,0.00684,0.76262
28.440,-0.13985,0.02637,0.71456
28.450,-0.14426,0.01735,0.64632
28.460,-0.13057,0.02286,0.60927
28.470,-0.12592,0.00342,0.59241
28.480,-0.08986,0.01263,0.58317
28.490,-0.07538,0.02170,0.55741
28.500,-0.08410,-0.02670,0.56419
28.510,-0.03499,-0.01702,0.57911
28.520,-0.01529,0.01113,0.59444
28.530,-0.01341,-0.01888,0.62829
28.540,-0.00730,-0.01142,0.66164
28.550,0.07048,-0.02090,0.74319
28.560,0.06917,-0.02117,0.81051
28.570,0.10486,-0.02426,0.86751
28.580,0.12687,-0.04090,0.97136
28.590,0.14530,-0.00784,1.07067
28.600,0.15998,0.00288,1.12887
28.610,0.22385,-0.02335,1.21291
28.620,0.21185,-0.00245,1.29432
28.630,0.29857,-0.03310,1.33525
28.640,0.21839,-0.03641,1.40431
28.650,0.21018,-0.01965,1.37857
28.660,0.23315,-0.02216,1.43544
28.670,0.23387,-0.03622,1.43909
28.680,0.17821,-0.02414,1.48779
28.690,0.15625,-0.06759,1.45864
28.700,0.07127,-0.05260,1.39772
28.710,0.05476,-0.03237,1.36968
28.720,0.00538,-0.03804,1.32273
28.730,-0.05255,-0.04663,1.31366
28.740,-0.05231,-0.04941,1.26630
28.750,-0.13658,-0.08412,1.20977
28.760,-0.15111,-0.11791,1.15880
28.770,-0.16327,-0.09636,1.13752
28.780,-0.19131,-0.08598,1.15603
28.790,-0.18292,-0.09027,1.06796
28.800,-0.19499,-0.12430,1.07415
28.810,-0.18794,-0.14048,1.02459
28.820,-0.19064,-0.14555,1.03162
28.830,-0.17881,-0.14571,1.00676
28.840,-0.19470,-0.17891,0.97556
28.850,-0.17984,-0.15698,0.96787
28.860,-0.16617,-0.15018,0.95379
28.870,-0.16425,-0.15690,0.90064
28.880,-0.16659,-0.16435,0.85932
28.890,-0.15817,-0.17322,0.83414
28.900,-0.16218,-0.17138,0.80638
28.910,-0.13293,-0.17024,0.69541
28.920,-0.13947,-0.14289,0.64603
28.930,-0.14698,-0.15350,0.64926
28.940,-0.14201,-0.08520,0.56428
28.950,-0.14584,-0.14882,0.56198
28.960,-0.09168,-0.12564,0.49668
28.970,-0.09508,-0.13144,0.48787
28.980,-0.09437,-0.12145,0.52151
28.990,-0.03607,-0.07181,0.53684
29.000,-0.03325,-0.07025,0.53958
29.010,-0.01512,-0.11142,0.63251
29.020,0.07239,-0.08201,0.68222
29.030,0.08270,-0.04880,0.79343
29.040,0.12749,-0.04038,0.88565
29.050,0.17743,-0.04380,0.98705
29.060,0.23692,0.00527,1.08572
29.070,0.24624,-0.01804,1.16885
29.080,0.24593,0.03840,1.28565
29.090,0.29544,0.06637,1.39564
29.100,0.27884,0.08452,1.45825
29.110,0.31893,0.07865,1.48119
29.120,0.26239,0.12522,1.54865
29.130,0.18820,0.11396,1.54237
29.140,0.20108,0.13525,1.53690
29.150,0.18624,0.11318,1.47639
29.160,0.12697,0.16638,1.49211
29.170,0.07748,0.14231,1.41453
29.180,-0.03412,0.17866,1.37864
29.190,-0.04744,0.17737,1.27631
29.200,-0.12710,0.15675,1.19496
29.210,-0.14828,0.15946,1.15973
29.220,-0.21013,0.14592,1.15289
29.230,-0.22056,0.12982,1.07008
29.240,-0.23531,0.15341,1.08999
29.250,-0.20968,0.14645,1.01866
29.260,-0.21042,0.09618,1.01724
29.270,-0.21421,0.11896,0.99114
29.280,-0.23638,0.12930,0.95492
29.290,-0.20339,0.13204,0.92473
29.300,-0.19967,0.10767,0.87367
29.310,-0.15604,0.05308,0.88681
29.320,-0.14046,0.05261,0.80385
29.330,-0.13557,0.05725,0.69982
29.340,-0.16618,0.08295,0.63952
29.350,-0.20097,0.03411,0.61094
29.360,-0.17594,0.05929,0.53781
29.370,-0.10420,0.01820,0.44868
29.380,-0.12854,0.03458,0.49730
29.390,-0.11767,-0.00084,0.37167
29.400,-0.04499,0.00887,0.42239
29.410,-0.02016,-0.01437,0.46197
29.420,-0.00516,0.03330,0.50442
29.430,0.03478,-0.01269,0.61691
29.440,0.08901,-0.03250,0.71409
29.450,0.14941,-0.03651,0.82795
29.460,0.22922,-0.00792,0.95587
29.470,0.25377,-0.01757,1.10383
29.480,0.30027,0.00225,1.22053
29.490,0.33876,-0.01804,1.31448
29.500,0.30823,0.00693,1.46578
29.510,0.34786,-0.02775,1.55968
29.520,0.31218,-0.00387,1.57779
29.530,0.23765,-0.04865,1.60150
29.540,0.20143,-0.06576,1.59475
29.550,0.16834,-0.05921,1.54076
29.560,0.13608,-0.07333,1.50801
29.570,0.06042,-0.08451,1.47226
29.580,-0.00546,-0.06124,1.39071
29.590,-0.03350,-0.08539,1.34705
29.600,-0.15395,-0.08847,1.25780
29.610,-0.17522,-0.09240,1.17181
29.620,-0.20312,-0.14855,1.13980
29.630,-0.24639,-0.11531,1.07848
29.640,-0.24201,-0.16241,1.01407
29.650,-0.27543,-0.16090,1.03821
29.660,-0.20823,-0.19741,0.99970
29.670,-0.23779,-0.15556,1.01844
29.680,-0.16865,-0.21009,0.91282
29.690,-0.19485,-0.20629,0.89303
29.700,-0.16014,-0.20888,0.80763
29.710,-0.17087,-0.19079,0.73874
29.720,-0.16219,-0.19096,0.72820
29.730,-0.16689,-0.16862,0.56186
29.740,-0.14669,-0.18147,0.52578
29.750,-0.13464,-0.15200,0.49358
29.760,-0.14428,-0.15309,0.37618
29.770,-0.11207,-0.16645,0.36808
29.780,-0.09436,-0.14540,0.39605
29.790,0.00059,-0.08420,0.38550
29.800,-0.00120,-0.07029,0.48094
29.810,0.08545,-0.05716,0.55479
29.820,0.11010,-0.03205,0.72063
29.830,0.18074,-0.01844,0.86327
29.840,0.20859,0.00292,0.98225
29.850,0.27896,0.02129,1.09039
29.860,0.33407,0.07806,1.30535
29.870,0.38883,0.05789,1.44455
29.880,0.37130,0.09399,1.53775
29.890,0.38530,0.07556,1.60709
29.900,0.34225,0.09985,1.64239
29.910,0.31642,0.18140,1.63463
29.920,0.22273,0.17173,1.60004
29.930,0.20148,0.16690,1.56486
29.940,0.06833,0.18180,1.49002
29.950,-0.01320,0.15942,1.42886
29.960,-0.09333,0.18163,1.31573
29.970,-0.08491,0.16194,1.24567
29.980,-0.16555,0.18353,1.18602
29.990,-0.22523,0.19898,1.11047
30.000,-0.21599,0.18819,1.05060
30.010,-0.23643,0.20273,1.05360
30.020,-0.20897,0.16704,0.98271
30.030,-0.26914,0.10047,0.98173
30.040,-0.22840,0.17697,0.95387
30.050,-0.21541,0.10843,0.92858
30.060,-0.22946,0.11547,0.89203
30.070,-0.15510,0.10125,0.80597
30.080,-0.17119,0.09132,0.68866
30.090,-0.14314,0.07531,0.61344
30.100,-0.10405,0.06428,0.54148
30.110,-0.15050,0.02609,0.45728
30.120,-0.14022,0.09486,0.39992
30.130,-0.11130,0.04788,0.38330
30.140,-0.06712,0.02874,0.35237
30.150,-0.06141,0.05847,0.39389
30.160,-0.01578,-0.00486,0.41496
30.170,0.07378,0.02974,0.54387
30.180,0.12236,-0.00223,0.62750
30.190,0.13870,0.01391,0.83268
30.200,0.21801,0.01162,0.96886
30.210,0.32872,-0.04630,1.10929
30.220,0.35139,-0.03109,1.28658
30.230,0.35716,0.02596,1.43762
30.240,0.37947,-0.01475,1.51164
30.250,0.37351,0.02558,1.59376
30.260,0.35839,0.00603,1.64235
30.270,0.26880,-0.03136,1.67045
30.280,0.21659,-0.04104,1.58521
30.290,0.16595,-0.01095,1.58045
30.300,0.08042,-0.01201,1.49373
30.310,0.01600,-0.07096,1.43776
30.320,-0.09255,-0.04648,1.33975
30.330,-0.12375,-0.06932,1.27889
30.340,-0.15931,-0.07897,1.18927
30.350,-0.20729,-0.11423,1.09796
30.360,-0.23559,-0.14278,1.08370
30.370,-0.24827,-0.16299,1.04740
30.380,-0.25999,-0.17973,0.99160
30.390,-0.23367,-0.12599,0.96326
30.400,-0.19129,-0.17303,0.89019
30.410,-0.20160,-0.20336,0.90856
30.420,-0.20079,-0.16550,0.83519
30.430,-0.17928,-0.19784,0.75878
30.440,-0.15506,-0.20142,0.67212
30.450,-0.15879,-0.14445,0.59844
30.460,-0.13483,-0.20702,0.53355
30.470,-0.12594,-0.16744,0.45275
30.480,-0.10641,-0.17289,0.38291
30.490,-0.07684,-0.16230,0.32940
30.500,-0.05774,-0.16023,0.34160
30.510,-0.05874,-0.11112,0.36076
30.520,-0.01057,-0.10910,0.43790
30.530,0.06217,-0.05741,0.55365
30.540,0.11686,-0.04646,0.65865
30.550,0.16762,-0.02714,0.85279
30.560,0.24387,-0.01313,0.96990
30.570,0.29854,0.05803,1.11029
30.580,0.33828,0.06891,1.29380
30.590,0.37348,0.06453,1.42029
30.600,0.41299,0.07369,1.60710
30.610,0.38313,0.08421,1.60289
30.620,0.39863,0.16385,1.61926
30.630,0.30477,0.17618,1.65254
30.640,0.23312,0.19332,1.61979
30.650,0.16638,0.18171,1.54560
30.660,0.09374,0.20918,1.50395
30.670,0.01988,0.21971,1.42603
30.680,-0.01947,0.20107,1.33217
30.690,-0.14063,0.19585,1.24555
30.700,-0.15675,0.18144,1.17308
30.710,-0.20579,0.20503,1.10918
30.720,-0.26298,0.20106,1.04890
30.730,-0.22449,0.17321,1.06663
30.740,-0.21187,0.16544,1.05375
30.750,-0.24364,0.15548,0.95335
30.760,-0.21117,0.16335,0.92659
30.770,-0.22835,0.10714,0.87337
30.780,-0.20277,0.09937,0.85801
30.790,-0.14297,0.08666,0.75320
30.800,-0.16276,0.09264,0.71055
30.810,-0.16776,0.08974,0.62195
30.820,-0.13426,0.05066,0.52691
30.830,-0.14143,0.07978,0.48096
30.840,-0.12873,0.08147,0.38579
30.850,-0.08647,0.05222,0.35484
30.860,-0.09792,0.05926,0.32192
30.870,-0.05642,0.01243,0.32271
30.880,0.01105,0.00784,0.45352
30.890,0.08240,0.03174,0.51485
30.900,0.14914,0.01716,0.67493
30.910,0.17521,-0.00296,0.79184
30.920,0.26980,0.04067,0.95703
30.930,0.29160,0.01546,1.12632
30.940,0.38910,0.02067,1.26632
30.950,0.36022,-0.01010,1.38159
30.960,0.42180,0.03314,1.50686
30.970,0.37485,-0.00820,1.58344
30.980,0.40133,0.00974,1.64479
30.990,0.32788,-0.02888,1.67586
31.000,0.23564,-0.02155,1.61520
31.010,0.17454,-0.02258,1.57756
31.020,0.12372,-0.00373,1.51499
31.030,0.05160,-0.06334,1.41377
31.040,-0.04404,-0.06228,1.35340
31.050,-0.10622,-0.06696,1.28714
31.060,-0.14448,-0.12003,1.20086
31.070,-0.19568,-0.14835,1.13112
31.080,-0.24850,-0.13782,1.06621
31.090,-0.24972,-0.11119,1.04157
31.100,-0.22813,-0.10809,0.99630
31.110,-0.19926,-0.17169,0.96888
31.120,-0.17657,-0.18697,0.94433
31.130,-0.17635,-0.13963,0.90124
31.140,-0.16966,-0.18731,0.87405
31.150,-0.14617,-0.18685,0.77778
31.160,-0.16334,-0.15117,0.72272
31.170,-0.14476,-0.15275,0.62375
31.180,-0.15142,-0.15550,0.53114
31.190,-0.15259,-0.20115,0.48311
31.200,-0.11051,-0.18205,0.41419
31.210,-0.09729,-0.12172,0.34967
31.220,-0.06306,-0.12246,0.28284
31.230,-0.03219,-0.12669,0.38418
31.240,0.00537,-0.09824,0.42885
31.250,0.06441,-0.04753,0.52248
31.260,0.11221,-0.01616,0.64056
31.270,0.18489,-0.02272,0.75820
31.280,0.22532,-0.01158,0.90684
31.290,0.30545,0.02163,1.04218
31.300,0.35998,0.07877,1.23842
31.310,0.36791,0.10252,1.36905
31.320,0.39988,0.10302,1.48054
31.330,0.38473,0.11019,1.55650
31.340,0.36533,0.16229,1.61611
31.350,0.31343,0.19086,1.62773
31.360,0.30529,0.14474,1.65958
31.370,0.23318,0.18201,1.61907
31.380,0.14711,0.21992,1.51763
31.390,0.09808,0.20565,1.47913
31.400,-0.01999,0.19898,1.37320
31.410,-0.02297,0.21429,1.31848
31.420,-0.14453,0.21718,1.22608
31.430,-0.17789,0.18394,1.16243
31.440,-0.21967,0.20272,1.10212
31.450,-0.21917,0.20067,1.04095
31.460,-0.21266,0.17419,0.99488
31.470,-0.22485,0.15769,0.99466
31.480,-0.17380,0.15069,0.95640
31.490,-0.18808,0.12944,0.97186
31.500,-0.17060,0.15286,0.88660
31.510,-0.17910,0.10305,0.79490
31.520,-0.14041,0.11355,0.73891
31.530,-0.14236,0.08978,0.65338
31.540,-0.14481,0.07131,0.57629
31.550,-0.14136,0.10187,0.46997
31.560,-0.06335,0.06184,0.44396
31.570,-0.10815,0.04215,0.36591
31.580,-0.11083,0.03243,0.36051
31.590,-0.06539,0.04781,0.34019
31.600,-0.01229,0.05189,0.38368
31.610,0.04937,0.05604,0.47786
31.620,0.10710,0.02333,0.53136
31.630,0.17211,0.01880,0.72626
31.640,0.20941,0.02306,0.88861
31.650,0.28951,0.02106,1.05014
31.660,0.31753,-0.00048,1.16765
31.670,0.36258,0.04121,1.33636
31.680,0.38045,0.00893,1.44883
31.690,0.38026,0.01504,1.52683
31.700,0.41088,0.00787,1.62374
31.710,0.36980,0.00152,1.62309
31.720,0.32492,-0.03363,1.66053
31.730,0.24190,-0.02178,1.63128
31.740,0.18322,0.01475,1.58324
31.750,0.05493,-0.00940,1.49379
31.760,0.03099,-0.04923,1.39297
31.770,-0.05328,-0.07175,1.31421
31.780,-0.10496,-0.12143,1.24245
31.790,-0.15792,-0.10007,1.20084
31.800,-0.21917,-0.10484,1.14427
31.810,-0.24916,-0.12257,1.06769
31.820,-0.24035,-0.13362,1.05259
31.830,-0.21115,-0.12782,0.99123
31.840,-0.19739,-0.17070,0.97914
31.850,-0.22293,-0.15416,0.92770
31.860,-0.19821,-0.16894,0.89519
31.870,-0.17718,-0.18941,0.81828
31.880,-0.15662,-0.14099,0.73901
31.890,-0.16662,-0.15969,0.66529
31.900,-0.16025,-0.18788,0.61887
31.910,-0.14165,-0.15655,0.50216
31.920,-0.11558,-0.18663,0.44252
31.930,-0.12908,-0.16130,0.40765
31.940,-0.08948,-0.10800,0.37593
31.950,-0.03914,-0.11153,0.32710
31.960,-0.04975,-0.09485,0.32554
31.970,0.01857,-0.06023,0.41955
31.980,0.09824,-0.04575,0.53546
31.990,0.13058,-0.03995,0.66995
32.000,0.19130,0.00839,0.78009
32.010,0.28817,-0.01931,0.92836
32.020,0.31450,0.02603,1.10794
32.030,0.38747,0.06202,1.26985
32.040,0.40376,0.09873,1.45794
32.050,0.40020,0.10392,1.52797
32.060,0.40903,0.09584,1.61621
32.070,0.37867,0.11225,1.66773
32.080,0.34750,0.16642,1.64445
32.090,0.25594,0.17284,1.63148
32.100,0.19673,0.17620,1.58433
32.110,0.11780,0.18212,1.52211
32.120,0.05559,0.21282,1.42696
32.130,-0.05218,0.23987,1.36657
32.140,-0.07586,0.21746,1.28729
32.150,-0.13948,0.23944,1.18747
32.160,-0.21392,0.20157,1.14748
32.170,-0.18787,0.21164,1.09098
32.180,-0.17834,0.22159,1.09733
32.190,-0.20251,0.18152,1.02942
32.200,-0.18489,0.17401,0.98850
32.210,-0.19717,0.15382,0.93557
32.220,-0.21527,0.16032,0.88493
32.230,-0.20249,0.15334,0.86420
32.240,-0.14634,0.12913,0.75565
32.250,-0.15223,0.10460,0.74769
32.260,-0.15047,0.06680,0.59207
32.270,-0.12677,0.08417,0.52890
32.280,-0.10600,0.07054,0.49101
32.290,-0.13702,0.06938,0.40505
32.300,-0.10084,0.05837,0.36525
32.310,-0.03752,0.07998,0.33159
32.320,-0.05553,0.02820,0.35941
32.330,0.02704,0.00522,0.42753
32.340,0.05279,0.00937,0.48377
32.350,0.13327,0.01577,0.61278
32.360,0.20794,0.04686,0.76025
32.370,0.26403,-0.00362,0.91259
32.380,0.32550,-0.00372,1.09632
32.390,0.33261,0.02494,1.24843
32.400,0.41221,0.03042,1.37941
32.410,0.38985,-0.02133,1.46515
32.420,0.40970,-0.03030,1.60964
32.430,0.38746,-0.01600,1.61952
32.440,0.35111,0.00645,1.69018
32.450,0.29125,-0.01136,1.62146
32.460,0.19867,-0.03788,1.59913
32.470,0.11236,-0.01785,1.54133
32.480,0.07864,-0.04095,1.44597
32.490,-0.01007,-0.05730,1.37216
32.500,-0.05802,-0.09989,1.27816
32.510,-0.13780,-0.09600,1.24692
32.520,-0.20730,-0.05470,1.14936
32.530,-0.18774,-0.11380,1.09107
32.540,-0.22845,-0.13911,1.05702
32.550,-0.21610,-0.13985,1.04099
32.560,-0.22841,-0.14105,0.99532
32.570,-0.16890,-0.13565,0.95830
32.580,-0.20270,-0.14912,0.88635
32.590,-0.17519,-0.18133,0.88834
32.600,-0.15155,-0.14639,0.81056
32.610,-0.16385,-0.15709,0.72169
32.620,-0.12671,-0.18121,0.65590
32.630,-0.09429,-0.17104,0.59290
32.640,-0.12943,-0.14980,0.49900
32.650,-0.10214,-0.13084,0.45553
32.660,-0.15012,-0.17047,0.38499
32.670,-0.07323,-0.12382,0.30731
32.680,-0.04661,-0.10854,0.38198
32.690,-0.01452,-0.09984,0.36813
32.700,0.07513,-0.07858,0.51155
32.710,0.10617,-0.02307,0.61586
32.720,0.17270,-0.00943,0.77130
32.730,0.23251,0.04678,0.90343
32.740,0.26107,0.01830,1.06423
32.750,0.32690,0.05733,1.24332
32.760,0.40526,0.08509,1.34058
32.770,0.36322,0.12010,1.48682
32.780,0.39011,0.15121,1.57268
32.790,0.37743,0.14599,1.62518
32.800,0.38120,0.14019,1.64309
32.810,0.30607,0.16346,1.64470
32.820,0.21127,0.19354,1.61404
32.830,0.17239,0.22341,1.56543
32.840,0.05286,0.17947,1.45182
32.850,0.01198,0.18959,1.36593
32.860,-0.10380,0.22992,1.23394
32.870,-0.11239,0.18800,1.24384
32.880,-0.18560,0.18793,1.12236
32.890,-0.22710,0.22740,1.10614
32.900,-0.22582,0.19243,1.06029
32.910,-0.21854,0.18132,1.03995
32.920,-0.22694,0.20362,0.97152
32.930,-0.19250,0.14287,0.96776
32.940,-0.19864,0.12597,0.94943
32.950,-0.15776,0.17054,0.87188
32.960,-0.14645,0.12923,0.78810
32.970,-0.14471,0.12497,0.70323
32.980,-0.14357,0.09245,0.68083
32.990,-0.12490,0.08454,0.55753
33.000,-0.11004,0.06149,0.48060
33.010,-0.07025,0.07185,0.46696
33.020,-0.07774,0.07314,0.38591
33.030,-0.05422,0.05261,0.36877
33.040,0.02037,0.06320,0.38995
33.050,0.01146,0.04957,0.37296
33.060,0.06292,0.01063,0.51756
33.070,0.12694,0.02475,0.63531
33.080,0.15662,0.01530,0.73400
33.090,0.23196,0.03633,0.91616
33.100,0.29007,0.02763,1.08538
33.110,0.36294,0.01799,1.21234
33.120,0.38231,0.03243,1.39010
33.130,0.40688,-0.02899,1.48002
33.140,0.42453,-0.00831,1.63414
33.150,0.39844,-0.01210,1.63977
33.160,0.33719,-0.00321,1.66600
33.170,0.26982,-0.00483,1.60645
33.180,0.23630,-0.02470,1.60254
33.190,0.15201,-0.06089,1.55296
33.200,0.02534,-0.03743,1.43107
33.210,-0.02457,-0.05491,1.35361
33.220,-0.08276,-0.09951,1.26698
33.230,-0.12658,-0.08924,1.18300
33.240,-0.16609,-0.08931,1.11625
33.250,-0.20598,-0.07716,1.11096
33.260,-0.21323,-0.14506,1.02401
33.270,-0.22476,-0.11983,0.97991
33.280,-0.23131,-0.16846,0.97378
33.290,-0.20886,-0.18224,0.95168
